CODE;price;old price;ostatok
284675;9999;;1
284676;9829;;21
284677;24105;;8
284678;36800;;0
284679;6875;;11
284680;10790;;23
284681;18954;;0
284682;8676;;6
284683;16121;;11
284684;3420;;61
284685;8767;;10
284686;8550;;0
284687;3854;;10
284688;15800;;0
284689;13275;;14
284798;6260;;0
284799;7700;;11
284800;5790;;8
284802;6150;;0
284803;6590;;1
284804;5980;;1
284806;5920;;0
284808;8130;;6
284810;7850;;0
284811;9030;;11
284812;11750;;0
284813;7520;;0
284819;2880;;0
284935;19800;;0
284936;15900;;10
285069;2004;;0
285145;42300;;7
285377;2975;;35
285422;2890;;0
285423;2890;;0
285424;7990;;0
285425;5790;;0
285426;2590;;0
285427;3220;4690.00;0
285434;22190;;0
285435;24990;;0
285436;54290;;0
285445;6490;;0
285446;6490;;0
285447;6490;;0
285448;11900;;0
285802;2869;;0
285803;2990;;0
285804;2010;;0
285805;1808;;0
285806;1990;;0
285808;1890;;0
285809;1890;;0
285810;1909;;0
285811;2840;;84
285812;1390;;0
285814;1880;;148
285815;1770;;27
285816;1330;;72
285817;1550;;50
285818;2440;;0
285819;1660;;151
285820;1808;;0
285821;2690;;0
285822;2490;;0
285823;4790;;0
285824;4530;;11
285827;1880;;0
285828;1600;;337
285829;1880;;0
285830;1717;;0
285831;1808;;0
285832;2243;;0
285833;1150;;0
285834;2220;;53
285835;3800;;82
285836;1610;;192
285837;1290;;51
285838;3323;;0
285839;3660;;14
285840;5040;;0
285841;2490;;1
285842;2490;;44
285844;3330;;1
285845;2100;;23
285847;2340;;74
285848;2340;;75
285849;1600;;66
285850;1600;;180
285853;12030;;2
285854;2590;;0
285855;1550;;0
285856;2100;;3
285857;2440;;4
285858;1510;;11
285859;1790;;0
285860;1700;;0
285861;2790;;0
285862;2790;;0
285863;1700;;5
285864;2842;;0
285865;2071;;0
285866;3066;;0
285867;1350;;0
285868;1210;;26
285869;2290;;0
285870;3250;;0
285871;1170;;106
285872;1200;;3
285873;1950;;58
285874;1250;;9
285875;2450;;19
285876;1250;;0
285877;2450;;53
285878;2360;;30
285879;2090;;99
285880;2360;;81
285881;1440;;31
285882;1290;;0
285883;1150;;0
285884;1440;;112
285885;1300;;0
285887;3222;;0
286263;30810;;30
286264;32520;;30
286265;41040;;47
286266;31990;;31
286267;8970;;0
286268;13980;;6
286269;19980;;2
286270;17590;;89
286271;18860;;26
286272;26040;;52
286273;8160;;0
286274;10400;;53
286275;15600;;10
286276;14390;;40
286277;21390;;10
286278;26040;;18
286279;6530;;20
286280;12990;;1
286281;12480;;21
286282;14390;;35
286283;17120;;33
286284;31990;;18
286285;8970;;22
286286;13980;;7
286287;19980;;0
286288;17590;;59
286289;18860;;27
286290;26040;;30
286291;6530;;38
286292;10400;;22
286293;15600;;21
286294;14390;;11
286295;23780;;17
286296;26040;;56
286297;6530;;25
286298;10400;;62
286299;15600;;7
286300;14390;;49
286301;21390;;9
286302;31990;;37
286303;13090;;11
286304;17400;;38
286305;23600;;21
286306;34040;;35
286307;27190;;17
286308;30560;;26
286309;13980;;0
286310;19150;;5
286311;26990;;0
286312;33540;;1
286313;24520;;14
286314;42440;;35
286315;11190;;9
286316;15320;;16
286317;21600;;18
286318;26840;;0
286319;24520;;29
286407;6800;;10
286416;10490;;50
286502;5490;;114
286503;1440;2090.00;10
286504;7490;;38
286507;5790;;0
286508;3190;;74
286509;5290;;122
286510;3890;;0
286512;2490;;0
286625;301594;;16
286626;42743;;40
286627;251270;;30
286628;147102;;12
286629;315319;;33
286630;188910;;4
286631;219000;;0
286633;309584;;8
286634;499217;;6
286636;18154;;51
286637;18154;;17
286652;52353;61682.00;17
286754;17390;28990.00;1
287519;4688;;40
287529;6990;;50
287530;10490;;50
287531;56990;;50
287533;13260;;0
287537;8991;9990.00;50
287538;9990;;30
287540;11810;;46
287543;22950;;26
287548;14025;;4
287549;14025;;27
287551;12990;;50
287552;10110;;14
287690;10400;;10
287691;8100;;0
287692;11700;;10
287718;2670;;0
287720;5145;;0
287721;4003;;0
287722;2992;;0
287723;6504;;0
287805;18650;;3
287806;18650;;27
287807;10640;;9
287808;8480;;48
287809;10790;;70
287810;61980;;11
287811;71940;;12
287812;9350;;189
287813;15620;;0
287815;10400;;0
287816;11850;;0
287817;14540;;19
287818;9400;;30
287855;2870;;20
287920;10661;;777777
287921;11580;;777777
287922;11580;;777777
287923;9873;;777777
287924;9873;;2
287925;11580;;777777
287926;11580;;1
287927;51748;;0
287985;6840;;11
287986;4490;;11
287987;4530;;11
288058;2390;;0
288059;2990;;0
288060;3590;;0
288061;4990;;0
288062;2906;3390.00;173
288102;6500;;16
288103;12140;;19
288104;4790;;20
288105;12020;;9
288110;10100;;18
288111;14410;;7
288112;12640;;17
288113;16970;;0
288176;18100;;10
288177;14500;;10
288178;18100;;10
288179;18100;;10
288180;14500;;10
288181;28300;;10
288182;16900;;10
288183;16200;;10
288184;16200;;10
288185;7720;7720.00;0
288186;7720;15400.00;0
288187;12900;;10
288188;12900;;10
288189;4420;;0
288190;1800;4350.00;0
288193;2490;;10
288194;33200;;0
288195;2870;;0
288444;6790;14990.00;33
288446;6990;19990.00;0
288447;6990;;0
288449;2090;5990.00;73
288450;2890;5990.00;2
288451;8190;14990.00;43
288452;8990;14990.00;1
288453;4490;8690.00;0
288454;4090;8690.00;23
288455;8690;;0
288456;6290;14990.00;33
288457;5890;11990.00;0
288459;4990;12990.00;11
288460;4290;12990.00;100
288461;3690;6990.00;1
288462;3690;6990.00;30
288463;2090;4990.00;0
288464;7090;10990.00;1
288466;2490;4490.00;101
288467;7990;13990.00;38
288468;6490;14990.00;1
288471;3390;5990.00;3
288473;3990;7990.00;0
288474;6690;9990.00;71
288479;7890;17990.00;10
288480;8990;;101
288481;3790;8990.00;101
288482;3290;8990.00;101
288483;3590;8990.00;101
288484;3890;8990.00;101
288485;3590;8990.00;101
288486;4590;8990.00;76
288495;6990;8990.00;0
288496;3990;8990.00;2
288498;3990;9990.00;101
288500;5890;10990.00;0
288501;5890;8990.00;0
288502;2590;8990.00;1
288503;11990;;101
288504;6590;11990.00;0
288505;2690;4990.00;34
288506;2790;4990.00;101
288508;10490;12290.00;0
288511;7790;14990.00;55
288512;8590;14990.00;14
288515;7990;;0
288516;7990;12990.00;0
288517;8990;;49
288518;3990;8990.00;39
288519;5090;8990.00;0
288520;4990;8990.00;4
288522;5690;9990.00;0
288523;4890;8990.00;101
288524;5290;9990.00;13
288525;5990;8990.00;1
288526;4490;8990.00;0
288529;3790;7990.00;13
288530;7990;;101
288535;3690;6990.00;0
288536;2190;6990.00;25
288537;7590;14990.00;19
288538;7590;14990.00;44
288539;6990;17990.00;27
288541;3790;6990.00;0
288543;5990;9990.00;101
288544;6390;8990.00;0
288545;5190;8990.00;0
288546;8790;10990.00;0
288547;17290;28990.00;17
288548;15590;28990.00;6
288549;5990;14990.00;84
288550;5990;14990.00;52
288551;6290;9990.00;0
288553;5390;9990.00;6
288554;3890;7490.00;4
288556;3390;9990.00;29
288557;4590;9990.00;29
288561;6690;14990.00;0
288562;8990;14990.00;0
288564;6990;10990.00;36
288565;7590;9990.00;0
288566;4990;7990.00;101
288567;3990;7990.00;100
288568;3690;7990.00;101
288569;3790;7990.00;50
288571;19990;;0
288572;13390;19990.00;0
288573;2890;5990.00;68
288576;19990;39990.00;0
288577;18190;44990.00;6
288578;9990;19990.00;65
288579;14990;28990.00;55
288580;17990;34990.00;50
288583;28090;69990.00;1
288586;15990;16990.00;0
288587;18490;21990.00;0
288589;18290;54990.00;0
288592;5990;12990.00;0
288593;6590;12990.00;0
288596;6890;12990.00;0
288597;26890;55990.00;1
288598;12390;26990.00;5
288600;8690;24990.00;5
288601;7590;24990.00;4
288603;17390;19990.00;0
288604;22190;23490.00;0
288605;23390;39990.00;0
288607;9490;18990.00;1
288613;19990;;0
288614;14090;18990.00;0
288615;15190;26990.00;0
288617;3990;10990.00;57
288618;4590;10990.00;25
288619;2990;10990.00;0
288620;5990;10990.00;0
288621;9890;16990.00;0
288623;16390;19990.00;0
288626;17790;44990.00;13
288627;16590;44990.00;4
288631;18190;25990.00;0
288632;22190;39990.00;0
288633;39990;;0
288634;4990;10990.00;9
288635;12690;29990.00;0
288636;17990;29990.00;1
288637;14590;24990.00;3
288638;17990;24990.00;0
288640;7790;25990.00;18
288641;8190;19990.00;3
288642;15990;34990.00;0
288643;10890;29990.00;0
288644;16690;21990.00;0
288651;3990;9990.00;101
288652;3490;9990.00;94
288653;2290;9990.00;25
288654;4290;9990.00;89
288655;4290;9990.00;101
288656;12990;16990.00;0
288658;8990;23990.00;65
288659;15990;21990.00;0
288661;8990;14990.00;45
288662;6590;14990.00;58
288663;12990;14990.00;32
288664;5290;12990.00;42
288665;5290;12990.00;62
288667;17590;30990.00;3
288668;34990;;0
288670;17990;34990.00;0
288672;15290;29990.00;0
288673;15390;34990.00;18
288674;19990;34990.00;0
288675;20790;21990.00;0
288676;24290;25990.00;0
288677;28190;29990.00;0
288678;25590;44990.00;47
288679;22990;44990.00;19
288680;24990;64990.00;19
288681;24590;64990.00;19
288682;29390;42990.00;0
288684;12390;26990.00;5
288685;14390;26990.00;0
288686;17290;29990.00;2
288688;5790;11990.00;68
289057;2130;;26
289058;7070;;0
289059;10160;;8
289060;12680;;14
289061;2650;;351
289062;2130;;175
289063;3240;;143
289064;2760;;135
289065;3240;;156
289066;11200;;0
289128;29900;;10
289133;7105;;100
289155;2430;;12
289157;2370;;1
289159;2430;;0
289160;15700;;2
289166;2840;;131
289288;14900;;48
289289;44990;;55
289290;14900;;59
289291;23370;;31
289292;32940;;51
289354;27240;;1
289355;16190;;11
289356;31080;;20
289357;18480;;0
289358;25700;;0
289359;18480;;0
289360;25700;33220.00;13
289659;17500;;0
289660;29400;;0
289661;17505;;2
289662;22280;;12
289813;434;;0
289911;2990;;0
290030;9238;;0
290032;6475;;50
290328;12550;;7
290329;21500;;11
290330;20950;;11
290331;15500;;11
290332;13350;;11
290333;16500;;8
290334;14950;;11
290735;1535;;1
290736;1538;;1
290738;2234;;0
290741;1511;;0
290742;1583;;0
290755;3806;;0
290756;4660;;0
290759;1207;;0
290765;18488;;0
291064;4090;;0
291065;11990;;0
291066;5390;;4
291067;7490;;0
291068;7290;;0
291069;7990;;100
291070;5490;;233
291071;3390;;270
291072;13390;;9
291073;8290;;54
291074;12280;22390.00;0
291117;8660;;40
291245;5700;;18
291246;5700;;4
291247;5700;;10
291248;5330;;0
291249;5330;;0
291250;5100;;0
291251;4240;;0
291252;3860;;23
291253;3860;;23
291254;5740;;0
291255;6240;;0
291256;10510;;40
291257;11610;;23
291258;38450;;0
291259;12830;;8
291260;12980;;0
291261;15730;;13
291262;10490;;10
291263;9390;;19
291264;14710;;64
291265;23000;;6
291266;24990;;4
291311;23500;;11
291312;49900;;11
291313;49900;;11
291314;4320;7200.00;7
291315;25900;;11
291316;39900;;11
291317;64900;;11
291318;2700;5400.00;0
291319;8950;17900.00;11
291320;11900;;11
291321;11900;;11
291322;4830;6900.00;0
291325;6900;;0
291326;6900;;0
291329;12900;;11
291332;56900;;11
291333;9400;;11
291334;19900;;11
291335;69900;;0
291381;625;1999.00;31
291468;5900;;0
291469;5900;;0
291470;5900;;0
291471;5900;;10
291472;1500;2790.00;0
291474;1740;3480.00;0
291475;1740;3480.00;1
291476;4390;;0
291477;12900;;0
291478;2040;;159
291479;2040;;200
291480;2040;;167
291481;3000;;9
291482;2850;;0
291483;3710;;21
291484;3300;;36
291485;3710;;97
291722;27419;;0
291723;27419;;0
291724;30162;;3
291738;18595;;21
291739;18595;;21
291755;637;;0
291821;1404;;0
291822;1670;;5
291823;3290;;0
291899;2999;;366
291900;3599;;142
292082;3549;;100
292083;2311;;0
292084;1702;;0
292275;10500;;43
292276;8500;;23
292277;10000;;10
292278;10000;;10
292338;15358;;0
292339;8594;;0
292381;5280;;25
292382;5280;;0
292383;5050;;0
292384;19050;;0
292385;22870;;19
292386;26480;;30
292387;18500;;0
292388;21900;;1
292389;25900;;4
292578;5690;;0
292579;6850;;10
292580;6850;;10
292581;24900;;10
292676;6840;;11
292689;6599;;650
292920;16839;;0
292921;18853;;30
292922;18853;;55
292924;11966;;0
292927;11966;;85
292935;7430;;0
292936;7430;;43
292937;7430;;39
292938;7430;;0
292940;14096;;54
292942;14096;;141
292944;22554;;52
292946;22554;;95
292951;177919;;0
292953;56653;;0
292954;56653;;0
292955;56653;;0
292956;56653;;0
292957;36686;;3
292958;36686;;26
292959;36686;;18
292960;36686;;0
292961;106699;;17
292962;106699;;3
292963;106699;;16
292964;106699;;0
292965;177919;;0
292966;177919;;4
292967;177919;;0
292968;60706;;30
292969;60706;;10
292970;60706;;15
292971;60706;;0
292972;108749;;0
292973;108749;;0
292974;108749;;0
292975;108749;;0
292976;68674;;0
292977;68674;;3
292978;68674;;0
292979;68674;;0
292980;22687;;154
292981;22687;;200
293384;8990;;50
293386;4990;;50
293406;5290;;100
293407;5150;;100
293408;5350;;100
293448;8610;;35
293450;1970;;0
293451;2050;;0
293484;2240;;80
293527;23160;;8
293528;23160;;10
293529;23160;;7
293530;12510;;20
293531;13730;;20
293532;12510;;1
293536;16310;;11
293537;16310;;12
293538;31320;;5
293539;31320;;1
293542;15390;;1
293543;4050;;20
293544;10100;;17
293545;6840;;19
293620;39310;;12
293621;39310;;11
293622;60330;;0
293623;28600;;0
293624;20740;;19
293625;22630;;20
293626;22630;;20
293627;12150;;4
293628;12700;;20
293712;101610;;777777
293713;91740;;777777
293714;89390;;777777
293715;21370;;0
293716;21370;;0
293717;27930;;777777
293718;14952;18690.00;1
293719;18320;;0
293720;67290;;0
293721;18810;;0
293722;18810;;0
293723;18810;;0
293724;37558;;0
293725;10090;;0
293726;10090;;0
293727;10090;;0
293728;10850;;777777
293729;10850;;777777
293730;10850;;777777
293731;9270;;0
293732;9270;;0
293733;33050;;0
293734;33050;;777777
293735;42930;;777777
293736;12100;;777777
293737;24910;;777777
293738;67290;;0
293739;52418;;0
293740;52418;;0
293741;37560;;0
293742;71100;;0
293743;13527;15030.00;0
293744;14923;;0
293745;13230;;0
293746;13230;;0
293747;61280;;777777
293748;21860;;0
293749;43140;;0
293750;42930;;777777
293751;36460;;0
293753;41130;;0
293754;23701;;0
293755;23482;;0
293756;48630;;777777
293757;26520;;777777
293758;67960;;0
293759;68170;;777777
293760;14773;;0
293761;15550;;0
293762;25490;;777777
293763;56932;;0
293764;14420;;777777
293765;15801;;0
293766;47800;;777777
293767;47800;;0
293768;20430;;0
293769;20430;;0
293770;20430;;0
293771;29940;;0
293772;32824;;0
293773;29940;;0
293774;40944;;0
293775;38510;;0
293776;38510;;0
293777;38510;;0
293778;38510;;0
293779;44480;;0
293780;44480;;0
293781;18600;;3
293782;18600;;0
293783;18600;;2
293784;18600;;777777
293785;17990;;0
293786;17990;;0
293787;19437;;0
293788;51800;;777777
293789;52668;;0
293790;80382;;0
293791;69940;;777777
293792;69940;;777777
293793;49050;;0
293918;10250;17090.00;8
293919;15830;26390.00;12
293920;21590;35990.00;14
293921;25070;41790.00;16
293928;8665;;54
293929;8665;;118
293930;8665;;85
293931;5849;8799.00;7
293932;5849;8799.00;2
293935;12500;20239.00;14
293936;17599;;1
293937;17599;;0
293938;17599;;0
293939;11092;;0
293944;8235;;30
293945;9226;;6
293946;8396;;23
293947;8324;;38
293977;13940;;2
294003;15900;;11
294006;39900;;0
294219;4990;;50
294220;4990;;50
294221;4990;;50
294222;4990;;50
294337;7850;;0
294338;8900;;0
294339;10240;;0
294340;7280;;11
294341;7280;;11
294342;7280;;11
294343;13100;;11
294344;19720;;11
294345;5570;;11
294346;10500;;11
294347;10500;;11
294348;44200;;11
294352;9660;;11
294353;9660;;11
294354;9480;;3
294355;7810;;0
294356;33130;;11
294357;12550;16990.00;11
294358;14900;;0
294359;9560;;0
294360;18510;;11
294361;46270;;0
294362;11230;;0
294363;11230;;11
294364;17810;;11
294365;4940;;1
294366;7100;;0
294367;8900;;0
294368;59070;;0
294369;6360;;0
294370;7700;;0
294371;59070;;0
294372;2190;;0
294373;11390;;7
294374;14270;;0
294375;6270;;1
294376;11130;16330.00;11
294377;7470;;11
294378;4070;7610.00;11
294379;6200;;11
294380;6200;;11
294381;14360;;11
294382;9660;;0
294383;12480;;11
294384;24300;;0
294385;6640;;5
294386;7810;;0
294387;4510;5930.00;7
294388;8860;;11
294389;8860;;11
294390;8860;;11
294391;46700;;0
294392;18010;;0
294393;4570;;4
294394;16880;;11
294395;18220;;11
294396;18220;;11
294397;7420;;11
294398;11250;;11
294399;22470;;11
294400;7910;;11
294401;22670;;11
294402;14930;;11
294403;17450;;11
294404;14930;;10
294405;34670;;11
294406;34670;;11
294407;37140;;11
294408;37140;;11
294409;49550;;11
294410;49550;;11
294411;61990;;11
294412;61990;;11
294436;12900;;0
294437;10760;;0
294531;5060;11400.00;10
294532;1050;2190.00;1
294533;5990;;9
294534;6890;;10
294535;3100;;10
294536;3100;;10
294537;3630;;10
294538;3630;;10
294539;16100;;0
294540;11500;11500.00;1
294541;11600;28300.00;0
294542;16100;;0
294543;3170;8590.00;0
294544;11900;11900.00;10
294545;30100;;10
294691;19990;;5
294692;4090;;0
294693;12890;;0
294695;23790;;210
294724;12630;;14
294725;12630;;1
294726;18880;;1
294727;17940;;44
294844;4509;;100
294846;2398;;0
294847;6788;;0
294848;2104;;0
294849;5954;;0
294850;2217;;0
294852;2796;;0
294853;7830;;0
294854;2514;;0
294855;7128;;0
295066;18930;;5
295067;18450;;0
295068;29579;;0
295069;44270;;0
295095;18054;;0
296663;13252;;33
296664;6223;;32
296665;13616;;4
296666;6411;;42
297141;18390;;4
297351;17600;;0
297352;4100;;0
297353;14900;;0
297354;16000;;0
297355;16600;;0
297356;17800;;0
297408;52440;;7
297409;39590;;11
297410;23790;;11
297411;31870;;8
297412;32030;;8
297413;40780;;5
297415;46510;;2
297416;46510;;3
297417;6570;;19
297418;6570;;18
297419;16680;;7
297420;16680;;5
297421;21480;;15
297422;21480;;20
297599;1320;;235
297600;1212;;0
297601;1790;;61
297602;1880;;75
297603;2100;;1
297604;2100;;8
297605;2220;;74
297606;1550;;0
297607;1330;;18
297608;3727;;0
297609;420;;0
297730;8790;;18
297731;8790;;35
297732;10260;;82
297733;10260;;107
297734;6250;;0
297735;6250;;0
297736;5000;;127
297737;20150;;43
297738;29410;;0
297739;40990;;28
297800;243341;;0
297801;299565;;0
297803;471615;;3
297806;17984;;21
298604;9950;;11
298605;9950;;11
298606;7800;;11
298607;9950;;11
298608;11250;;11
298609;7950;;11
298610;9950;;11
298611;12550;;11
298612;7950;;11
298613;9950;;11
298614;12550;;11
298615;8500;;0
298616;10500;;11
298617;11950;;11
298618;10400;;11
298619;12450;;11
298620;14950;;11
298621;10400;;11
298622;12450;;11
298623;14950;;11
298624;6950;;0
298625;7560;;11
298626;7250;;11
298627;7650;;11
298628;17300;;1
298629;15950;;11
298630;9950;;11
298631;9950;;11
298632;9950;;11
298633;9950;;11
298634;10450;;11
298635;10450;;11
298636;10450;;11
298637;10450;;11
298638;10450;;11
298639;10450;;11
298640;24950;;11
298641;53950;;11
298642;65950;;0
298643;24950;;11
298644;24950;;0
298645;9950;;11
298679;35900;;0
298681;37900;;9
298682;44900;;5
298683;44900;;7
298685;54900;;0
300123;3620;;0
300124;3620;;36
300125;3550;;0
300126;3317;;0
300127;7290;;0
300128;7290;;0
300129;7360;;0
300130;5650;;0
300131;3900;;0
300132;3900;;25
300133;3980;;0
300134;2500;;20
300135;9160;;0
300136;4770;;0
300137;4770;;0
300138;2120;;0
300139;4500;;0
300140;4450;;0
300141;4710;;0
300142;4710;;34
300143;4710;;0
300144;3820;;0
300145;10530;;46
300146;5230;;0
300147;5230;;0
300148;5230;;0
300149;5940;;0
300150;5898;;0
300151;7650;;20
300152;7650;;39
300153;2900;;28
300154;4070;;0
300155;5840;;0
300156;7660;;0
300157;3140;;28
300158;4120;;0
300159;3930;;0
300160;7380;;0
300161;7380;;0
300162;20090;;0
300163;20090;;0
300164;4300;;33
300166;7700;;26
300167;4960;;0
300168;8200;;0
300169;6560;;21
300170;6560;;0
300171;7650;;0
300172;5110;;0
300173;3710;;49
300174;3635;;0
300175;3580;;0
300176;5030;;0
300177;5030;;0
300178;14450;;31
300179;14450;;27
300180;20250;;20
300181;20106;;0
300183;31900;;0
300187;1870;;0
300188;1750;;0
300189;3320;;0
300191;12720;;0
300196;20770;;0
300199;20770;;45
300201;14989;;0
300202;1740;;0
300203;1740;;37
300204;21920;;0
300205;21100;;0
300206;28850;;0
300207;21110;;0
300208;16080;;32
300209;22160;;0
300210;22160;;0
300211;2050;;36
300212;2050;;57
300214;2740;;339
300215;2740;;123
300216;2290;;225
300217;2290;;153
300219;98638;;0
300220;46480;;0
300221;46480;;0
300222;36663;;0
300224;49940;;0
300226;24770;;0
300227;18870;;0
300228;26850;;0
300229;26658;;0
301363;4500;;0
301397;1620;;132
301398;1620;;0
301399;1600;;66
301400;1258;;0
301401;1271;;0
301402;4090;;20
301403;2100;;59
301404;5100;;85
301405;4340;;70
301406;2515;;0
301407;2717;;0
301408;2990;;20
301409;1700;;445
301410;1780;;0
301411;2100;;0
301412;3100;;89
301413;3100;;83
301414;2070;;68
301415;1950;;123
301416;1790;;0
301417;3750;;50
301418;2212;;0
301419;1909;;0
301420;2220;;53
301421;3020;;0
301422;2330;;67
301423;1670;;248
301424;1670;;62
301425;1670;;317
301426;850;;0
301427;850;;0
301620;8020;;11
301621;7830;;11
301622;6700;;0
301623;2840;4010.00;11
301624;3840;;11
301625;3840;;11
301626;2300;;0
301628;3990;;11
301629;3610;;0
301630;6020;;11
301852;2590;;297
301853;2590;;259
301854;2640;;214
301855;2640;;154
301943;33999;;83
301944;29990;;0
301991;10090;35990.00;0
302032;5590;14990.00;39
302033;14990;;0
302034;19990;37990.00;0
302038;4090;7990.00;0
302040;7590;12990.00;1
302041;7290;10990.00;1
302042;7090;10990.00;0
302043;3690;7490.00;9
302044;13190;44990.00;16
302045;6390;10990.00;0
302046;5390;10990.00;0
302047;5590;6990.00;0
302048;5690;9990.00;0
302049;7290;9990.00;2
302052;13190;34990.00;0
302053;22290;54990.00;0
302054;38790;45990.00;0
302056;79990;104990.00;0
302057;16090;59990.00;1
302058;38790;81990.00;0
302059;11790;26990.00;19
302060;14990;34990.00;7
302061;16190;49990.00;26
302063;28590;49990.00;0
302064;8990;22990.00;0
302065;17090;74990.00;6
302070;41990;134990.00;0
302071;16990;;0
302072;66190;128990.00;0
302073;14790;30990.00;6
302074;19690;34990.00;0
302075;21990;34990.00;0
302077;19590;44990.00;17
302095;3800;;0
302138;12670;;3
302139;39010;50480.00;11
302140;8050;;11
302141;45350;;11
302142;58340;;5
302143;37750;;0
302144;36170;;1
302160;7990;;39
302161;6310;;50
302163;31491;34990.00;48
302204;5049;8312.00;1
302205;8336;;45
302206;7399;;300
302208;5319;;47
302209;4274;;69
302210;4274;;56
302211;9516;;65
302212;9516;;29
302213;9103;;60
302214;4164;;89
302215;6579;;65
302216;6579;;44
302217;2239;5082.00;32
302218;3988;6831.00;32
302219;5737;8580.00;28
302220;7486;10329.00;19
302221;3799;8249.00;54
302222;5548;9998.00;54
302223;7297;11747.00;37
302224;7699;;34
302225;5919;;6
302226;9497;;4
302230;11882;;42
302231;17249;;18
302232;13199;;18
302233;15278;;5
302310;7299;;102
302311;7299;;7
302312;7999;;148
302313;6299;;198
302314;2999;;616
302315;3599;;290
302317;3599;;524
302318;2790;;0
302319;2299;;91
302320;2299;;467
302321;3999;;666
302322;3999;;0
302394;13999;;589
302395;13999;;205
302425;5032;;0
302426;4466;;0
302427;4353;;0
302428;6727;;0
302429;10209;;0
302430;2396;;0
302431;2976;;16
302432;3202;;0
302433;4212;;0
302434;3202;;0
302435;2856;;0
302436;6144;;0
302439;4428;;0
302557;112262;;58
302561;18476;;40
302562;20236;;117
302563;15845;;1
302564;1393;;21
302565;1649;;5
302566;1592;1990.00;21
302567;5098;6373.00;21
302749;4900;;0
302760;53950;;11
302761;65950;;9
302762;53950;;11
302763;65950;;1
302764;53950;;0
302765;65950;;0
302781;2660;;7
303229;1490;;702
303230;1490;;570
303231;1490;;0
303232;1490;;407
303243;3590;;0
303249;39490;;30
303542;11700;;0
303543;31900;;0
303544;31900;;0
303545;6780;;0
303546;28200;;0
303547;14700;;0
303548;12300;;10
303549;12300;;10
303550;4910;;0
303551;12900;;0
303552;12900;;0
303553;43600;;0
303554;19000;;0
303555;9730;;0
303556;12600;;0
303557;11300;;0
303558;11300;;0
303559;9730;;0
303560;28300;;0
303561;10300;;0
303562;29000;;0
303563;15000;;0
303564;37900;;0
303565;37900;;0
303566;13800;;0
303567;13800;;0
303568;22300;;0
303569;28800;;0
303570;42200;;0
303571;14900;;0
303572;13800;;0
303573;13800;;0
303574;13700;;0
303575;13700;;0
303576;13700;;0
303577;13700;;0
303578;18900;;0
303579;16600;;2
303580;18900;;0
303581;20600;;0
303582;20600;;0
303583;11300;;0
303584;11300;;0
303585;11300;;0
303586;16600;;0
303587;22700;;0
303588;33800;;0
303589;33800;;0
303590;33800;;0
303591;29600;;0
303592;28400;;0
303593;30200;;0
303594;13600;;0
303595;38400;;0
303596;11000;;0
303597;14400;;0
303598;14400;;0
303599;14400;;0
303600;14800;;0
303601;16000;;0
303602;16000;;0
303603;34100;;0
303604;14400;;0
303605;19000;;0
303606;43600;;0
303607;31900;;0
303608;18100;;0
303609;18100;;0
303610;13100;;0
303611;13100;;0
303612;13100;;0
303613;36900;;0
303614;31900;;0
303615;31900;;0
303616;31900;;0
303617;12600;;0
303618;9780;;0
303619;27700;;0
303620;39500;;0
303621;9780;;0
303622;29200;;0
303623;42800;;0
303624;29300;;0
303625;8800;;0
303626;8800;;0
303627;7580;;0
303628;9020;;0
303629;49900;;0
303630;9430;;0
303631;9430;;0
303632;31000;;10
303633;31000;;10
303634;11300;;0
303635;16700;;0
303636;16700;;0
303637;11300;;0
303638;15200;;0
303639;27300;;0
303640;47100;;0
303641;6940;;0
303642;32700;;0
303643;47500;;0
303644;6940;;0
303645;32700;;0
303646;47500;;0
303647;9460;;0
303648;38400;;0
303649;69600;;0
303650;13500;;0
303651;55400;;0
303652;38400;;0
303653;21900;;0
303654;12100;;0
303655;36500;;0
303656;45500;;0
303657;42800;;0
303658;41400;;0
303991;8000;;10
303992;2680;2680.00;10
303993;2680;2680.00;10
303994;12000;;1
303995;8130;;0
303996;3840;;38
304088;6890;;33
304089;10290;;14
304090;5290;;97
304091;5290;;42
304092;7090;;0
304093;10390;;0
304094;5390;;0
304116;12630;;0
304420;14620;;777777
304421;21960;;777777
304422;14970;;0
304423;13830;;777777
304424;11010;;777777
304425;13270;;777777
304426;9880;;0
304427;12140;;0
304428;25910;;777777
304429;50750;;777777
304430;10670;;777777
304431;8980;;777777
304432;9950;;777777
304433;50750;;777777
304434;50750;;777777
304435;12140;;777777
304436;12930;;777777
304437;12140;;777777
304438;12930;;777777
304439;12140;;777777
304440;12140;;0
304441;37540;;777777
304442;36130;;777777
304443;28170;;777777
304444;22400;;777777
304445;28170;;777777
304446;24840;;777777
304447;31440;;777777
304448;41150;;777777
304449;28170;;777777
304450;25910;;777777
304451;22530;;777777
304452;38890;;777777
304453;45100;;777777
304454;47420;;777777
304455;36130;;777777
304456;36260;;777777
304457;16880;;777777
304458;16090;;777777
304459;14060;;777777
304460;32030;;777777
304461;28180;;777777
304462;28180;;777777
304463;28180;;777777
304464;16880;;777777
304465;16880;;777777
304466;13490;;777777
304467;13490;;777777
304804;5140;;11
304805;15030;;11
304806;16430;;11
304807;20430;;11
304808;20430;;11
304881;31950;;777777
304882;9200;;0
304883;40400;;0
304884;47350;;777777
304885;22400;;0
304886;41250;;0
