CODE;price;old price;ostatok
365659;15990;;91
365660;15990;;23
365661;11990;;0
365662;11990;;0
365868;3900;;0
365869;6909;;2
365871;5076;;0
365872;6876;;0
365873;3820;4500.00;4
365947;10540;;7
365948;10540;;8
365949;5085;5650.00;3
365950;14067;15630.00;20
365951;22446;24940.00;9
365982;22832;;21
365983;12514;;21
366196;6999;;41
366197;6999;;57
366198;8999;;64
366199;9699;;50
366200;7999;;7
366201;7999;;47
366202;8599;;261
366203;8599;;114
366204;3999;;277
366205;3999;;370
366206;5299;;340
366207;6999;;284
366373;5909;;0
366374;5909;;0
366526;2080;;0
366527;2080;;0
366842;15170;;100
366916;11909;;10
366917;11909;;10
366918;11909;;10
366919;44843;;10
366920;16310;;10
366921;16888;;10
366922;19093;;10
366923;10626;;10
366924;9292;;10
366925;7763;;0
366926;7314;;10
366927;7763;;5
366928;7314;;10
366929;9591;;0
366930;8872;;10
366931;9591;;3
366932;8872;;10
366933;7763;;10
366934;7314;;10
366935;7763;;3
366936;7314;;10
366937;21160;;7
366938;19739;;10
366939;20600;;10
367379;13990;;36
367437;11490;;0
367438;8990;;0
367443;28990;;50
367449;10990;;0
367450;10990;;0
367451;12990;;0
367452;12990;;4
367463;13990;;39
367464;13990;;50
367465;34490;;11
367466;34490;;17
367550;16570;;0
367551;16570;;2
367559;26090;;0
367716;5990;;50
367749;12639;;27
367755;15279;;22
367756;15279;;24
367807;4070;6790.00;18
367811;4130;6890.00;19
368230;5695;11390.00;3
368231;5695;11390.00;2
368232;5695;11390.00;10
368233;5695;11390.00;9
368301;4230;;3
368625;7790;;101
368626;7790;;0
368627;7790;;90
369087;12098;;10
369088;12098;;10
370394;27929;;25
370395;27929;;27
370528;5659;;6
370558;1368;;4
370562;3607;;4
370563;3607;;6
370564;6175;;4
370565;6175;;0
370566;5141;;4
370567;5141;;3
370568;5743;;5
370569;5743;;0
370570;8549;;4
370571;8549;;4
370572;10855;;5
370573;10855;;5
370646;6290;;0
370647;8690;;0
370648;16590;;77
371306;21990;;0
371315;26480;;36
371316;26480;;52
372663;9600;;69
372670;7100;;30
372675;14660;;32
372680;14660;;57
372708;16310;;75
372710;16310;;84
372713;9580;;95
372714;11120;;37
372718;11120;;36
372840;3370;;70
372841;3370;;50
372936;31990;;33
372937;34990;;12
372959;3990;;50
372960;4990;;50
372961;11990;;50
372962;11990;;50
372963;8490;;0
372964;8490;;0
373344;6920;;4
373347;5240;;5
373357;5370;;0
373358;5370;;0
373359;5370;;0
373442;6270;;8
373443;6600;;8
373446;6050;;0
375522;9410;;2
375523;9410;;20
375524;8350;;0
375525;12090;;20
375526;12090;;20
375527;10850;;20
375601;3861;;0
375602;3861;;0
375803;9350;;11
375804;9350;;11
375812;9350;;11
375823;9350;;11
375824;8300;;11
375829;17500;;7
375830;17500;;11
375839;28950;;11
375840;28950;;11
375866;9500;;11
375874;6950;;11
375875;7750;;11
375876;10350;;11
375877;11950;;11
375906;2500;2500.00;50
376676;24500;;10
376677;24500;;10
376678;16500;;10
376680;14500;;10
376681;7400;;10
376731;12800;;0
376739;17100;;5
376891;22950;;0
376899;19030;;0
395648;14340;;22
395649;18980;;15
395650;25080;;0
395651;92930;;0
395652;27990;;0
395662;19280;;0
395663;35890;;0
395664;35420;;0
395675;9050;;0
395696;66220;;0
395700;29430;;0
395712;12860;;48
395719;38120;;0
395720;5350;;93
395744;26690;;0
395745;16270;;48
395746;15950;;41
395747;17310;;47
395901;7900;;10
395902;8400;;10
395950;14800;;9
395951;20600;;10
395998;14200;;3
395999;14200;;10
396037;7600;;10
396038;5400;;10
396039;13100;;10
396061;22900;;10
396062;29900;;10
396063;25200;;10
396064;32900;;10
396082;15300;;0
396139;7900;;0
396140;7900;;10
396298;1770;;48
396299;590;1170.00;73
396300;1170;;0
396308;4660;;269
396309;4660;;230
396548;1376;;0
396553;1832;;0
396563;1191;;0
396570;1092;;0
396577;1092;;0
397003;9490;;50
397027;8880;;0
397028;8880;;0
397029;12090;;65
397042;7999;;21
397109;5300;;3
399740;11850;;11
399751;13200;;11
408698;11170;;100
423643;5530;;6
423659;2033;;5
423667;8350;;4
425156;9990;;50
425164;10390;;22
425167;8590;;50
425180;12490;;50
425185;9990;;0
425235;9990;;0
425240;8490;;50
425243;6990;;50
425244;8990;;50
425245;6990;;35
425246;6990;;50
425249;4990;;32
425266;9490;;0
425274;12990;;50
425381;10890;;50
425451;11330;;11
425482;9590;;200
425491;9590;;96
425514;9590;;137
425541;9590;;200
426512;15520;;20
426513;15520;;20
426648;9660;15090.00;14
426652;8450;13200.00;22
426653;10465;16350.00;29
426671;36220;56590.00;0
430912;4020;;159
430913;6130;;191
431044;2150;7330.00;0
434082;11020;;0
434083;11020;;4
434084;11020;;0
434085;5640;;100
434086;7880;;21
434087;6240;;70
434088;7840;;9
434089;9170;;75
435020;19300;;0
435021;14400;;0
435552;10000;;11
435553;10000;;11
435554;10000;;11
435558;16350;;11
450046;13990;;15
450049;16990;;50
450051;15990;;0
450056;12490;;0
450059;12490;;0
450061;16990;;50
451183;890;;57
451184;1400;;56
451185;890;;27
451186;1400;;4
451209;13990;;25
451213;6890;;0
451222;4490;;318
451233;15790;;43
451236;4990;;218
451238;16990;;0
451240;6590;;52
451242;16490;;0
451244;4690;;3
451252;4490;;241
451256;13990;;0
451265;4490;;265
451269;19990;;0
451272;26900;;46
451273;13990;;24
451279;6400;;0
451280;7960;;0
451283;13200;;32
451287;22500;;0
451302;12800;;0
451303;6400;;0
451310;3900;;31
451312;3900;;24
451321;13990;;9
451322;5890;;36
451329;8990;;39
451330;13800;;0
451331;3900;;17
451339;11990;;39
451421;28500;;10
451435;17100;;0
451455;11400;;10
451456;11400;;4
451487;29900;;10
451488;29900;;10
451495;15300;;10
451496;15300;;10
451497;9100;;10
452540;20990;;100
452541;19990;;100
453845;9500;;10
453847;10200;;10
453849;2400;;0
453851;12600;;11
453852;11000;;0
453853;11000;;8
453854;14700;;10
453855;14900;;10
453859;27200;;10
453867;25400;;13
453874;14100;;18
453875;25100;;10
453883;21100;;6
453892;15300;;10
453896;16800;;10
453902;21700;;0
453906;20600;;5
453909;10300;;10
453913;12300;;10
454653;28990;;5
455545;18900;;0
455546;12200;;0
455556;15800;;0
455557;16200;;0
455558;14700;;0
455559;10200;;0
455560;16200;;0
455561;14700;;0
455562;10200;;2
455563;10200;;0
455564;16200;;0
455565;14700;;0
455566;38600;;0
455567;16200;;0
455568;14700;;0
455569;10200;;0
455588;17800;;0
455589;17800;;0
455590;12900;;0
455591;12900;;0
455592;17800;;0
455593;12900;;0
455594;12900;;0
455619;12500;;0
455775;9900;;0
455776;9900;;1
455777;14400;;0
455778;9900;;0
455779;9900;;0
455780;9900;;0
455781;19300;;0
455782;22300;;0
455783;14400;;0
456055;6990;;147
456056;7990;;132
456059;9990;;119
456103;13100;;6
456104;14200;;10
456126;13700;;10
456191;19870;;8
456208;5299;;129
456209;4999;;121
456242;4999;;74
456245;7699;;46
456347;2500;;163
456378;1210;;83
456454;2210;;0
456514;1180;;147
456518;1820;;120
456526;2360;;185
456575;890;;80
456606;990;;13
456763;6999;;94
456782;6999;;0
456807;2599;;1388
456818;4299;;890
456854;7699;;101
456855;7699;;47
456868;3599;;717
457618;7150;10210.00;11
457718;5340;;100
457719;9620;;77
457720;10690;;100
457721;5560;;100
457722;6630;;100
457723;6410;;53
457724;7480;;100
457932;3730;;70
458516;14990;;31
458517;11990;;6
458521;11990;;20
458736;20200;;10
458738;15500;;10
458740;19800;;10
458743;20200;;10
461238;23240;;56
461244;17410;;0
461246;29200;;21
461249;31340;;14
461272;37670;;0
461273;24510;;47
461327;27020;;0
461328;24730;;0
461332;32140;;0
461402;28000;;18
461438;14990;;0
461439;10990;;0
461458;23990;;22
461459;22990;;16
461472;13990;;10
461480;13990;;0
461483;17990;;15
461484;30990;;50
461487;18990;;0
461488;19990;;0
461517;8490;;50
461541;11990;;50
461542;10990;;50
461736;2010;;52
461774;8590;;5
461825;12590;;11
463217;19290;;107
463224;18990;;35
463259;6890;;133
463266;5990;;192
463270;5490;;205
463274;8990;;114
463275;8990;;71
463282;7990;;165
463283;7990;;170
463287;8990;;117
463291;7990;;109
463292;7990;;74
463293;6990;;80
463299;7990;;154
463311;8990;;150
463312;8990;;163
463623;15741;18545.00;25
463718;5290;;75
463720;5300;;63
468771;10600;;10
469364;5590;8990.00;21
469372;7790;10990.00;11
469746;17800;;0
469747;17800;;0
469748;17800;;0
469780;14100;;40
469881;1910;;21
470012;9990;;50
470055;15990;;0
470158;17990;;94
470159;17990;;49
470178;20420;;81
470180;12350;;0
470181;14590;;0
470184;14990;;100
470185;16990;;100
470215;22430;;43
470216;33900;;28
470223;19990;;32
470224;19990;;32
470236;15490;;75
470240;17890;;100
470241;17890;;12
470264;18840;;51
470265;31490;;90
470268;16780;;96
470269;16780;;100
470483;5030;;41
470484;4900;;0
470489;4950;;0
470490;4950;;0
470491;2410;;0
470492;2410;;0
470493;3830;;0
470494;3830;;0
470523;4990;;280
470647;7100;;13
470648;7400;;15
470649;7400;;37
470658;5900;;31
470794;4490;;316
471647;2299;;38
471755;8809;;20
471756;6269;;96
471757;12678;;46
471760;6841;;48
471761;6841;;70
474474;8990;;209
474475;8990;;209
474515;8990;;149
474516;10190;;131
474591;41893;;30
474592;47478;;28
474593;40496;;18
474594;45384;;49
474621;2971;3500.00;7
474661;25136;;8
474684;46082;;28
474692;43987;;24
474693;50969;;11
474694;30969;;7
477349;14200;;0
477350;14200;;0
477351;14200;;0
477352;14200;;0
477353;17752;;0
477354;17752;;0
477355;17752;;0
477356;17752;;0
477367;12240;;0
477368;13096;;0
478978;7900;;11
479026;89900;;6
479027;69900;;11
479028;54900;;11
479074;4500;;11
479787;20900;;0
479788;21350;;0
480016;10477;;47
480021;10477;;41
480307;9100;;21
482826;2520;;0
482827;2750;;0
482828;2520;;3
482829;4600;;9
482830;2240;;14
482831;2240;;18
482832;3440;;34
482841;22400;;10
482846;19300;;10
482859;27900;;10
482860;26800;;10
482870;19300;;10
482886;35300;;10
482894;15400;;10
483116;10599;;78
483120;11599;;77
483131;9999;;128
483147;13999;;22
483148;8999;;126
483309;4910;;0
483310;5170;;0
483311;3990;;0
483312;4250;;0
483313;3090;;0
483314;3360;;0
483362;16790;;92
483373;9790;;96
483542;10500;;76
483546;9700;;76
483905;5600;;10
483908;6000;;4
483917;4700;;10
483918;5600;;10
483920;19745;;11
483923;11990;;30
483932;6990;;38
483933;9990;;8
483934;6990;;38
483935;6990;;23
483936;11990;;25
483995;6000;;4
484003;4700;;10
484006;7100;;5
484014;5600;;10
484027;5600;;10
484040;7100;;5
484050;22500;;11
484056;6000;;4
484075;7100;;5
484086;7100;;5
484088;22500;;11
484098;14950;;11
484114;5600;;10
484120;20950;;11
484126;4700;;10
484169;4700;;10
484240;3493;;100
484246;3793;;100
484362;6500;;65
485235;5000;;50
485402;19590;;45
485437;12280;;16
485612;12990;;24
485663;12240;;5
485711;7000;;50
485764;19590;;13
485948;5000;;48
486002;6520;;290
486071;5050;;295
486073;11500;;46
486076;10600;;44
486091;12990;;41
486402;10190;;0
486403;11190;;0
486660;7812;8680.00;8
486661;8820;9800.00;8
486666;11998;12630.00;10
486667;11998;12630.00;7
486687;59900;;11
486720;17900;;10
487525;7840;;0
487542;8990;;100
487559;6990;;0
487613;5390;;156
487627;13390;;85
487646;14990;;73
487648;17790;;69
487658;8290;;158
487697;9790;;102
487729;8590;;188
487741;10290;;161
487779;17490;;110
487782;12990;;110
487786;5090;;184
487787;8590;;165
487794;8090;;123
487848;5090;;184
487853;11990;;137
487863;10490;;122
487930;8290;;169
487972;1390;;69
487973;1390;;11
487982;1690;;105
487983;1690;;110
488001;23490;;33
503455;2590;;82
503486;2440;;5
503487;2440;;5
503500;1560;;0
503501;1560;;0
503536;2520;;24
503537;2520;;19
503538;2600;;0
503539;2600;;28
503540;3560;;24
503541;3560;;24
503771;5900;;38
503798;9900;;9
503799;6900;;10
503800;6900;;13
503801;15900;;19
503802;15900;;19
503805;7900;;17
503806;9600;;21
504816;11890;;0
505563;9660;15090.00;18
505564;8450;13200.00;11
505565;10465;16350.00;10
505567;18905;29540.00;11
505568;16240;25375.00;1
505569;11060;17275.00;0
505585;14090;22015.00;0
505629;10940;17090.00;20
505630;12345;19290.00;20
505631;12010;18765.00;20
505632;12010;18765.00;27
505662;14650;22890.00;55
505674;11715;18300.00;20
505675;11715;18300.00;30
505676;8345;13040.00;13
505689;12945;20225.00;21
505694;13865;21665.00;46
507835;12900;;10
507920;1590;;21
507935;1660;;21
508029;12300;;46
508057;15500;;34
508059;13500;;46
508087;10280;;39
508108;11300;;53
508131;16700;;57
508138;3200;;12
508163;15500;;34
508200;3290;;347
508204;15040;;45
508247;12800;;57
508278;4300;;0
508449;5599;;24
508561;6999;;71
508570;13999;;13
508578;14990;;37
508636;18900;;10
508637;22800;;10
508640;16900;;10
508641;16900;;10
508658;9790;;9
508669;5050;;20
508671;7030;;20
508688;10440;;16
508695;6740;;18
508713;12110;;0
508714;3930;;20
508728;12110;;0
510441;3887;;21
510448;3887;;21
510455;21123;;8
510474;11691;;21
16805;29050;;30
16806;26794;;0
16808;33359;37065.00;16
16809;33359;37065.00;10
16820;18315;;79
21074;89873;;0
21075;102500;;0
22082;49646;;1
22093;67405;;0
22105;69004;;0
22117;66710;;2
22118;66710;;2
22762;18990;;50
22763;19990;;50
24011;24288;;0
29177;18550;;2
29178;18250;;0
29185;43840;;0
29186;70950;;0
29187;42540;;0
29228;65850;;0
29229;27250;30300.00;18
29257;27450;;0
30559;11500;;7
30560;11500;;0
34814;6690;;21
34840;37890;;31
38356;63876;;0
38359;79703;;0
38364;96654;;2
38375;99084;;0
38381;73865;;1
38385;91532;;0
38388;95399;;0
38389;132254;;0
38390;108386;;2
38394;96724;;1
38396;114747;;0
38400;102948;;0
38402;107790;;0
38410;104694;;0
38414;110917;;1
38422;109674;;0
38438;113229;;0
38458;68324;;2
38468;118322;;1
38469;40650;;0
38843;72416;;0
38846;85399;;6
38847;88810;;3
38850;93915;;0
44820;14290;;0
44828;36990;;40
44850;15590;;0
52075;23500;;10
59149;22990;;50
60667;13790;;20
64633;16600;;10
69102;88690;;0
78769;17200;;0
79080;10590;;0
87328;62160;;777777
89968;15190;;2
91561;31912;;0
91563;44895;;0
91564;48733;;0
91634;25990;;11
91867;39653;;1
91875;55326;;0
94452;17290;;0
94453;24190;;0
94454;16190;;4
94455;17590;;142
94456;19590;;2
94458;12090;;0
94459;20790;;13
94754;26060;30410.00;0
94755;44090;;0
94759;46910;54730.00;0
94921;47750;;777777
94923;60129;;777777
97238;25000;44468.00;52
97672;19599;;32
97704;17599;;0
97813;13540;;0
98248;4890;;0
100135;31100;;0
100139;14560;;0
100140;9910;;0
100142;14250;;0
100147;20800;;0
100148;18840;;0
100149;12910;;0
100176;22990;;0
100177;13330;;0
100180;48450;;0
100183;29950;;0
100184;28000;;0
100187;12680;;0
101311;72790;;0
101452;18000;;10
104373;21990;;0
105174;66718;;0
105177;44905;;0
106154;62160;;777777
106184;55944;;777777
106196;65712;;777777
107629;13190;;0
107957;106931;;1
108540;25990;;10
108542;17000;;0
108878;26680;;3
111622;43840;;0
111641;13760;;0
111642;53020;;0
112114;21160;;2
112739;141299;;1
112740;116229;;1
112741;118386;;1
114237;16960;;45
114238;16960;;30
114789;53762;;17
116391;16810;;5
117287;83370;;777777
117299;34940;;777777
117300;15181;;777777
117301;34940;;777777
120187;14600;;10
120380;4498;6589.00;92
120381;4498;6589.00;58
120382;4498;6589.00;66
121663;64426;;0
121770;13400;;10
121771;11700;;10
121933;41843;;0
122033;21390;24950.00;0
122034;116790;;0
122035;22990;;0
124838;8680;;0
125160;126484;;777777
125161;92847;;777777
125726;10290;;0
125727;11490;;14
127940;9650;;0
129492;22900;;0
130967;13810;;11
130968;13870;;2
130971;67590;;777777
131201;25065;39165.00;0
131202;25065;39165.00;0
131203;30690;47950.00;0
131650;39000;;0
131651;44880;;0
132997;41630;;0
133035;43999;;0
136120;16641;18490.00;50
136127;24990;;37
159273;25290;;22
159527;22060;44120.00;3
160094;76154;;0
161827;36990;;50
163251;30880;;0
163259;34240;;0
163260;50967;;0
163261;78660;;0
163267;8215;;0
163268;8215;;0
163272;20007;;0
163727;18400;28750.00;0
163728;26720;41750.00;0
163729;31170;48700.00;8
163730;26720;41750.00;0
163731;40810;63765.00;1
163732;24960;39000.00;0
163733;55840;87250.00;0
163802;23990;;14
163803;23990;;50
163940;15707;;7
163942;16355;;16
166170;62160;;777777
166171;62160;;777777
166172;127872;;777777
166177;29960;;777777
166178;42624;;777777
166543;86963;;1
166548;128299;;0
166549;133286;;0
166550;128299;;1
166703;71890;;0
167845;38450;;777777
168091;18920;;0
171629;20700;;6
171883;12500;16908.00;32
171958;16589;;6
171959;24750;;0
172358;60046;;20
173378;19800;;10
173380;12590;;0
173929;25660;29940.00;0
173930;75790;;18
174052;15230;;20
174560;10000;12500.00;23
175511;16720;;0
175635;25990;;30
175637;16641;18490.00;46
175812;21010;;777777
178127;4448;;0
179274;27990;;32
182080;26200;;46
182081;12100;22800.00;3
182172;10790;;65
184638;34073;;10
185238;14300;;8
185241;12400;;10
185649;12599;;33
186189;40398;;0
186192;18862;;0
186197;32530;;0
186198;22480;;0
186276;20000;;0
188262;17690;;0
188286;18790;;0
188289;9850;14290.00;54
188685;48290;;0
188937;111310;;0
188939;78902;;1
189433;36938;;0
190292;49365;54849.00;0
190767;11790;;0
190973;11630;;16
191680;4790;6881.00;92
191681;4790;6881.00;58
191682;4790;6881.00;67
191688;12792;17200.00;32
191698;18607;;79
191699;29634;;30
191700;27378;;0
191704;22292;30372.00;30
191705;22292;27952.00;60
191709;22000;30080.00;30
191710;22000;27660.00;60
194826;10999;;435
194827;10999;;464
194893;6280;9815.00;0
194894;12560;19625.00;0
198781;33310;;777777
198782;55130;;777777
199083;102573;;777777
200370;91868;;3
200532;12500;;777777
205678;33848;;777777
205679;37391;;777777
205681;113223;;0
205682;132701;;777777
205683;115210;;777777
205684;121117;;777777
205685;132910;;777777
209706;19490;;0
209707;5990;;0
209710;44190;;0
212615;24590;;0
212814;16990;;59
212985;18990;;25
212986;18990;;17
214241;27700;;0
214242;27700;;0
214345;10100;;0
216988;24300;;0
216991;32050;;0
216995;22000;;0
216996;25400;;777777
217147;31990;;50
217148;31990;;39
218818;50341;;0
218819;50341;;3
223113;9192;;1
223295;25190;;0
225069;45807;;14
226656;31900;;10
226662;16500;;0
226663;16500;;0
226664;16500;;0
227948;37890;;0
227952;30990;;0
228963;21945;;0
228964;26920;;0
228965;33320;;3
229985;59980;;777777
229986;59980;;777777
229987;59980;;777777
230698;15200;;7
230699;30520;;14
230700;48240;;0
231449;25800;;0
231457;18300;;0
231463;22900;;0
231464;27600;;0
231468;49900;;0
232572;14900;;11
234276;12700;;10
234277;10200;;1
234278;10200;;9
234603;45070;;11
234604;30280;;0
234932;49630;;777777
234934;34777;;0
234936;39219;;0
234937;34760;;777777
234938;34760;;777777
234944;27130;;0
235209;15400;;0
235696;13790;;0
235697;13250;;0
235698;15200;;0
235699;17600;;0
235700;17600;;0
235834;14210;;0
236537;27540;;14
239368;23420;;9
239561;18700;;0
239916;10540;;0
240667;28860;;777777
240668;28860;;777777
241109;15600;;0
241391;20254;;3
241392;40270;;0
243258;9990;;44
243259;10990;;54
243260;11200;;0
244478;20690;34490.00;0
244479;23330;38890.00;1
244480;10490;17490.00;0
244481;10490;17490.00;0
244482;18110;30190.00;0
244483;18110;30190.00;0
245068;12710;21190.00;0
245222;24790;;0
245223;29359;;0
245224;23890;;0
245225;16730;27890.00;1
247244;34576;;3
247399;14740;;0
247400;14080;;0
249371;82800;;15
249703;49657;55141.00;0
249706;33651;37357.00;16
249707;33651;37357.00;10
249828;23751;;0
250302;11800;;0
250318;31200;;19
250319;50580;;8
250423;12990;;307
250424;18390;;170
250425;13590;;193
250426;3770;;0
250643;8290;;0
250644;11168;;59
251981;20200;;0
251982;20200;;10
252253;22990;;27
252301;10999;;703
252302;10999;;388
253081;16050;;9
253082;16050;;10
253600;12990;;255
253900;13280;;0
253901;13830;;0
253902;17630;;0
253948;28490;;26
253949;35990;;50
255559;22100;;0
255560;16700;;0
255561;16700;;0
255579;28650;;0
255580;20900;;0
255581;20900;;0
255587;14500;;5
255588;14500;;4
255589;14500;;0
255590;13100;;7
255591;13100;;0
255597;26050;;0
255598;26050;;0
255852;24970;;0
255853;27350;;0
255856;31220;;1
255938;20990;;50
256642;34576;;6
257531;14450;;0
257680;36379;;4
257683;36379;;1
258416;25650;;0
258419;65850;;777777
258426;76700;;0
258431;34300;;0
258782;13200;;0
258794;14390;23990.00;0
259236;20790;;32
259240;45990;;0
259815;14700;;6
259816;14700;;3
260290;33990;;50
262464;30490;;777777
262501;19410;;0
262674;20700;;0
262675;20700;;5
262676;14900;;0
262841;13900;;11
263266;25100;;38
265106;14900;;0
265203;19990;;28
266069;25900;;2
266070;19700;;9
267870;33780;;9
267871;64160;;15
267872;32220;;6
267873;31210;;6
267874;28430;;6
267981;12990;;26
269335;35420;;10
269412;32860;;9
269555;18127;;26
269556;18500;;24
269557;18127;;31
269694;141000;;0
270918;5849;9490.00;111
270919;7199;11620.00;139
270920;26550;;151
270921;14467;;54
271944;10579;;0
271945;10579;;0
271946;14517;;0
271947;14517;;2
271948;11685;;0
271949;11685;;0
271950;62580;;0
271951;11322;;0
271952;11322;;0
271953;99500;;2
271954;99500;;0
271957;49031;;0
271958;131422;;1
271959;131422;;0
271960;51124;;1
271961;51124;;0
271962;75975;;5
271963;75975;;0
271964;53894;;18
271965;42205;;21
271966;49491;;21
272692;18294;;17
272693;16910;;4
272694;15351;;12
272695;15351;;17
272696;17275;;16
272697;15954;;18
273705;11600;;4
273706;14100;;0
273709;22450;;0
275773;4032;;6
275774;4328;;3
276860;17950;;9
276861;18950;;11
278013;9690;;0
279788;17564;;0
280001;37700;;19
280804;272605;;0
281233;32410;;144
281234;34560;;40
281239;32440;;63
281240;32440;;22
281442;46999;;1
281683;7067;;0
281684;9633;;21
282205;145803;;11
282207;32864;;3
282210;41316;;0
282211;31386;;0
282212;17944;;0
282213;17944;;4
282214;55212;;2
282215;55212;;6
282216;48310;;2
282217;48310;;2
282355;24000;;0
282546;14530;;0
283271;24990;;0
283657;346230;;0
283839;15430;;0
284700;17499;;4
284701;19710;;10
284702;19475;;0
284912;8380;;0
284916;9970;;0
284918;6730;;0
284919;6350;;0
284920;11560;;0
284922;13300;;11
285186;30679;;82
285382;18990;;50
286539;34490;;0
287625;78291;86990.00;31
287626;88990;;8
287825;25490;;0
287826;27330;;55
287860;15200;;11
287961;85540;;777777
288119;22610;;11
288813;11990;34990.00;101
288816;17490;24990.00;101
288820;15190;24990.00;0
288823;8990;24990.00;0
288824;7690;18990.00;101
288827;16490;34990.00;0
288828;21990;34990.00;0
288829;18490;25990.00;0
288830;14990;25990.00;0
289362;31060;;7
289404;22100;;0
289663;23700;;0
291087;26390;;83
291129;18720;;34
291268;16740;;4
291269;16560;;0
291270;22020;;0
292391;10750;;29
292392;10750;;0
292393;9340;;0
293883;87590;;0
293884;78350;;777777
293885;84210;;0
293886;24940;;0
293887;19755;21950.00;2
293888;23325;;0
293889;24790;;1
293892;27380;;2
293893;27380;;3
293894;27380;;2
293895;27380;;0
293959;16532;;0
293961;6499;9999.00;141
293962;6499;9999.00;41
293963;61602;;0
294420;15550;21950.00;11
294577;25400;;0
294578;25400;;0
295079;4900;;0
297358;15900;;7
297423;41690;;4
297808;199150;;0
298661;16950;;0
298662;33750;;0
298663;33750;;11
301745;12690;;0
302081;19990;27990.00;0
302082;17290;19290.00;0
302150;29120;;2
302237;27770;;47
302238;25460;;21
302239;11990;17763.00;42
302240;11990;17826.00;44
302383;26999;;27
302384;28999;;15
303883;56100;;0
303884;43000;;0
303885;27700;;10
303886;27700;;10
303893;77800;;0
303896;32000;;0
303901;26800;;0
303903;29200;;0
303904;29200;;0
303905;29200;;0
303906;29200;;0
303909;34100;;0
303911;23300;;0
303912;23300;;0
303916;42400;;0
304008;24300;;0
304013;37400;;1
304661;30990;;777777
304663;30990;;777777
304665;33810;;777777
304667;32120;;777777
304669;32120;;777777
305180;38050;;0
305183;47450;;0
305185;34150;;0
305187;23050;;0
305329;46400;;0
305330;47700;;2
305353;10750;;0
305430;25046;;16
305431;27005;;15
305513;5190;11500.00;0
305577;7450;;0
305578;7450;;0
305940;24000;;0
306165;18990;;0
306166;19990;;50
306167;21990;;0
306616;34300;;0
306760;29800;;10
306761;31000;;10
306762;6410;8750.00;10
306763;5200;8750.00;2
306796;22999;;0
306801;37949;;7
306802;24049;;24
306803;25142;;10
307991;17200;;0
307993;15900;;1
307994;19450;;0
310355;9900;;0
315047;10070;;0
315501;80000;;0
315502;20890;;3
315507;16550;30290.00;28
315518;9950;18990.00;31
315520;40190;;0
315522;31590;;0
315524;25290;;4
315526;23790;;0
315528;22990;;26
316200;7408;;0
316996;36820;;12
316997;36820;;14
316999;36710;;0
317000;25740;;0
317001;100300;;0
317004;42700;;0
317010;50680;;0
317066;21900;;16
317067;12830;;12
317068;12030;;6
317390;10949;;16
317392;3239;4389.00;131
317393;3239;4389.00;31
317394;12045;;212
317550;50440;100880.00;1
317823;14500;;0
317824;15250;;4
317825;14500;;0
317826;12303;;0
317827;12330;;0
317828;13980;;0
317829;13980;;0
317830;18240;;1
317831;12800;;0
317832;14780;;0
318288;13900;;11
318298;8700;;11
318301;25900;;11
318561;5773;;0
318562;10399;;100
318563;12827;;100
318626;28670;47790.00;1
318703;31020;;2
319231;65830;;45
319232;25290;;0
319234;32700;;63
319237;26105;52210.00;22
319238;62580;;27
319239;34330;;37
319240;14060;28110.00;18
319241;26560;;48
319243;9990;13990.00;39
320758;14990;;0
320759;11950;;0
320760;22190;;21
323288;14900;;10
323289;14900;;10
323290;23700;;7
323291;23700;;10
323774;10990;;50
323775;6990;;50
323776;19791;21990.00;19
323777;21591;23990.00;3
323778;17991;19990.00;6
323779;29490;;0
324149;42000;;0
327764;8530;;29
327772;6260;;23
327773;5060;;0
327774;5060;;0
327775;4780;;0
327778;1500;;1
328131;84728;;7
329040;3725;;1896
329041;7455;;1067
329042;3742;;1155
329043;3742;;0
329044;5364;;1150
329773;21900;;4
329774;21900;;5
332605;19990;;7
332933;24900;;10
332934;19700;;0
333211;31690;;3
333212;31690;;7
333213;48590;;10
333214;48590;;5
333365;13890;18990.00;10
333366;6990;19490.00;37
333367;8490;19490.00;91
333368;16990;18990.00;7
333370;23290;36990.00;0
333372;23990;27990.00;14
333373;22990;27990.00;27
333374;16990;19990.00;26
333610;30910;;777777
333611;30910;;0
334287;44290;;0
334663;23090;;57
334664;24790;;20
335594;17990;;50
335595;16191;17990.00;50
336102;79840;;35
336103;68800;;25
336104;89280;;0
336105;146400;;11
336106;86000;;15
336201;87890;;0
336202;160730;;1
336216;3250;;0
336217;3250;;0
336218;3250;;0
336222;5910;;0
336223;5910;;0
336224;6230;;0
336225;6230;;21
336226;6230;;20
336227;4700;;24
336228;4700;;40
336229;4820;;48
336230;4820;;46
336231;4820;;48
336232;4820;;0
336233;4820;;0
336234;6590;;0
336235;6590;;0
336236;6590;;21
336237;6930;;0
336238;6930;;0
336239;6930;;34
336240;6930;;35
336241;11610;;27
336242;10810;;22
337254;31890;;28
337255;23990;;21
337256;26490;;13
337257;31990;;8
337511;20820;;0
337512;33930;;5
337514;11390;;0
337516;11390;;0
337519;14380;;0
338085;23960;;0
338089;28540;;0
338091;21580;;0
338094;34420;;11
338095;58600;;13
338096;34420;;0
338097;58600;;12
338459;15900;;2
338460;19200;;10
338564;74432;;1
338565;86000;;0
338566;218400;;4
338567;49760;;31
